nohup: ignoring input
Epoch~1->train_loss:0.6312, val_loss:0.4367, val_accu:0.866, lr:0.0008904946153052151
Epoch~110->train_loss:0.0287, val_loss:0.09, val_accu:0.9708, lr:0.00025363199529238045
Epoch~111->train_loss:0.0281, val_loss:0.0855, val_accu:0.9726, lr:-4.861104389419779e-05
Epoch~112->train_loss:0.0288, val_loss:0.0892, val_accu:0.9698, lr:0.0007465713424608111
Epoch~113->train_loss:0.0275, val_loss:0.124, val_accu:0.9574, lr:0.0013434254797175527
Epoch~114->train_loss:0.0272, val_loss:0.0972, val_accu:0.9686, lr:0.0005753328441642225
Epoch~115->train_loss:0.0279, val_loss:0.1725, val_accu:0.9459, lr:0.0022772238589823246
Epoch~116->train_loss:0.028, val_loss:0.0885, val_accu:0.9719, lr:0.0012213652953505516
Epoch~117->train_loss:0.0281, val_loss:0.0901, val_accu:0.9705, lr:-0.0003950742830056697
Epoch~118->train_loss:0.0279, val_loss:0.0931, val_accu:0.9688, lr:0.0008726464002393186
Epoch~119->train_loss:0.0267, val_loss:0.1068, val_accu:0.964, lr:0.0007556105265393853
Epoch~120->train_loss:0.0272, val_loss:0.1025, val_accu:0.965, lr:0.0002488595200702548
Epoch~121->train_loss:0.0272, val_loss:0.0796, val_accu:0.972, lr:0.001048724865540862
Epoch~122->train_loss:0.0263, val_loss:0.0945, val_accu:0.9687, lr:0.0005435889470390975
Epoch~123->train_loss:0.027, val_loss:0.1011, val_accu:0.967, lr:0.0006247094715945423
Epoch~124->train_loss:0.0263, val_loss:0.1322, val_accu:0.9565, lr:0.0017596661346033216
Epoch~125->train_loss:0.0262, val_loss:0.086, val_accu:0.971, lr:-0.00031213450711220503
Epoch~126->train_loss:0.0252, val_loss:0.0855, val_accu:0.9713, lr:1.887619509943761e-05
Epoch~127->train_loss:0.0242, val_loss:0.0965, val_accu:0.9671, lr:0.0011181773152202368
Epoch~128->train_loss:0.0262, val_loss:0.0996, val_accu:0.9664, lr:-0.0001711280201561749
Epoch~129->train_loss:0.025, val_loss:0.0867, val_accu:0.9705, lr:0.0013506662799045444
Epoch~130->train_loss:0.0258, val_loss:0.0784, val_accu:0.9744, lr:0.0009376741363666952
Epoch~131->train_loss:0.0259, val_loss:0.0759, val_accu:0.9744, lr:0.0015507834032177925
Epoch~132->train_loss:0.0239, val_loss:0.0778, val_accu:0.9739, lr:0.00035996039514429867
Epoch~133->train_loss:0.0238, val_loss:0.08, val_accu:0.9743, lr:-0.00029455285402946174
Epoch~134->train_loss:0.0243, val_loss:0.0843, val_accu:0.9718, lr:0.0004809875972568989
Epoch~135->train_loss:0.0244, val_loss:0.0755, val_accu:0.9749, lr:0.0018878167029470205
Epoch~136->train_loss:0.0247, val_loss:0.0936, val_accu:0.9684, lr:0.0002175897971028462
Epoch~137->train_loss:0.0241, val_loss:0.0961, val_accu:0.9675, lr:-0.00019361748127266765
Epoch~138->train_loss:0.0231, val_loss:0.0834, val_accu:0.9713, lr:0.0003343867720104754
Epoch~139->train_loss:0.0233, val_loss:0.1051, val_accu:0.9643, lr:-7.321228622458875e-05
Epoch~140->train_loss:0.0236, val_loss:0.0756, val_accu:0.9755, lr:-0.00025163087411783636
Epoch~141->train_loss:0.023, val_loss:0.1031, val_accu:0.9644, lr:5.06651122123003e-05
Epoch~142->train_loss:0.0225, val_loss:0.0868, val_accu:0.9709, lr:0.0003564652579370886
Epoch~143->train_loss:0.023, val_loss:0.0906, val_accu:0.9697, lr:0.0002526557072997093
Epoch~144->train_loss:0.0223, val_loss:0.0856, val_accu:0.9711, lr:3.3929842174984515e-05
Epoch~145->train_loss:0.0237, val_loss:0.1157, val_accu:0.9612, lr:0.0012277821078896523
Epoch~146->train_loss:0.0239, val_loss:0.0994, val_accu:0.9655, lr:-0.000515960156917572
Epoch~147->train_loss:0.0231, val_loss:0.0806, val_accu:0.974, lr:0.0006203110096976161
Epoch~148->train_loss:0.0235, val_loss:0.0853, val_accu:0.9708, lr:0.00013756516273133457
Epoch~149->train_loss:0.0223, val_loss:0.0868, val_accu:0.9704, lr:0.00026505134883336723
Epoch~150->train_loss:0.0233, val_loss:0.0899, val_accu:0.9701, lr:0.00040571048157289624
Epoch~151->train_loss:0.023, val_loss:0.0862, val_accu:0.9707, lr:0.0008031163015402853
Epoch~152->train_loss:0.0221, val_loss:0.0978, val_accu:0.967, lr:0.00028280826518312097
Epoch~153->train_loss:0.0231, val_loss:0.0822, val_accu:0.9725, lr:0.00010923942318186164
Epoch~154->train_loss:0.0224, val_loss:0.0903, val_accu:0.9685, lr:0.000645920867100358
Epoch~155->train_loss:0.0224, val_loss:0.0842, val_accu:0.972, lr:0.00019804239855147898
Epoch~156->train_loss:0.023, val_loss:0.1022, val_accu:0.9657, lr:0.0007668220205232501
Epoch~157->train_loss:0.0223, val_loss:0.0991, val_accu:0.9674, lr:0.0011514135403558612
Epoch~158->train_loss:0.0226, val_loss:0.0901, val_accu:0.9691, lr:0.0005447211442515254
Epoch~159->train_loss:0.0224, val_loss:0.0972, val_accu:0.9677, lr:0.0006617119070142508
Epoch~160->train_loss:0.0216, val_loss:0.1107, val_accu:0.9626, lr:0.0005200905725359917
Epoch~161->train_loss:0.0205, val_loss:0.0665, val_accu:0.978, lr:0.001572022563777864
Epoch~162->train_loss:0.0223, val_loss:0.0948, val_accu:0.9683, lr:0.0006253030151128769
Epoch~163->train_loss:0.0207, val_loss:0.0804, val_accu:0.9721, lr:0.0002049665490631014
Epoch~164->train_loss:0.0203, val_loss:0.0753, val_accu:0.974, lr:0.0009032601956278086
Epoch~165->train_loss:0.0221, val_loss:0.0838, val_accu:0.9717, lr:0.00023273848637472838
Epoch~166->train_loss:0.0206, val_loss:0.0822, val_accu:0.9727, lr:-0.000543559726793319
Epoch~167->train_loss:0.0214, val_loss:0.0822, val_accu:0.9703, lr:0.0002953205839730799
Epoch~168->train_loss:0.02, val_loss:0.0825, val_accu:0.9711, lr:-2.9539338356698863e-05
Epoch~169->train_loss:0.0198, val_loss:0.0732, val_accu:0.9752, lr:0.0008075670921243727
Epoch~170->train_loss:0.0214, val_loss:0.0916, val_accu:0.9687, lr:0.000964114151429385
Epoch~171->train_loss:0.02, val_loss:0.0794, val_accu:0.9725, lr:0.0001594932546140626
Epoch~172->train_loss:0.0197, val_loss:0.0821, val_accu:0.9719, lr:-0.00016302455333061516
Epoch~173->train_loss:0.0206, val_loss:0.0801, val_accu:0.9722, lr:0.00014896149514243007
Epoch~174->train_loss:0.0192, val_loss:0.0669, val_accu:0.9773, lr:0.00032857657060958445
Epoch~175->train_loss:0.0186, val_loss:0.0786, val_accu:0.9747, lr:-0.00012676299957092851
Epoch~176->train_loss:0.0211, val_loss:0.0824, val_accu:0.9719, lr:0.0012007600162178278
Epoch~177->train_loss:0.0195, val_loss:0.0912, val_accu:0.9696, lr:-0.0002007761358981952
Epoch~178->train_loss:0.0191, val_loss:0.0974, val_accu:0.9667, lr:0.0008803398814052343
Epoch~179->train_loss:0.0191, val_loss:0.0948, val_accu:0.9689, lr:0.0010376004502177238
Epoch~180->train_loss:0.0202, val_loss:0.0921, val_accu:0.9681, lr:0.0012640226632356644
Epoch~181->train_loss:0.0207, val_loss:0.0705, val_accu:0.9776, lr:0.00035128401941619813
Epoch~182->train_loss:0.0191, val_loss:0.0782, val_accu:0.9746, lr:7.167222793214023e-05
Epoch~183->train_loss:0.0189, val_loss:0.0958, val_accu:0.9679, lr:0.0009041633456945419
Epoch~184->train_loss:0.0209, val_loss:0.0782, val_accu:0.9725, lr:0.0005467615555971861
Epoch~185->train_loss:0.0199, val_loss:0.0889, val_accu:0.97, lr:0.00041774517740122974
Epoch~186->train_loss:0.0199, val_loss:0.0897, val_accu:0.9697, lr:0.00023620699357707053
Epoch~187->train_loss:0.0188, val_loss:0.0885, val_accu:0.9702, lr:0.0003938746522180736
Epoch~188->train_loss:0.0189, val_loss:0.0839, val_accu:0.9707, lr:-0.0002283463254570961
Epoch~189->train_loss:0.0193, val_loss:0.0783, val_accu:0.9747, lr:0.0004271279613021761
Epoch~190->train_loss:0.0193, val_loss:0.0798, val_accu:0.9734, lr:0.00042107750778086483
Epoch~191->train_loss:0.0192, val_loss:0.1014, val_accu:0.9653, lr:0.0008056678343564272
Epoch~192->train_loss:0.0183, val_loss:0.0805, val_accu:0.9727, lr:0.00043185940012335777
Epoch~193->train_loss:0.0181, val_loss:0.0767, val_accu:0.9739, lr:0.0009183455258607864
Epoch~194->train_loss:0.0193, val_loss:0.0886, val_accu:0.9703, lr:0.0003780266270041466
Epoch~195->train_loss:0.0184, val_loss:0.0789, val_accu:0.9729, lr:0.0003179520135745406
Epoch~196->train_loss:0.0187, val_loss:0.0864, val_accu:0.9694, lr:-0.00039972312515601516
Epoch~197->train_loss:0.0193, val_loss:0.0849, val_accu:0.9718, lr:0.0006380946724675596
Epoch~198->train_loss:0.0179, val_loss:0.1074, val_accu:0.9643, lr:0.0015714466571807861
Epoch~199->train_loss:0.018, val_loss:0.096, val_accu:0.9663, lr:0.00033894903026521206
Epoch~200->train_loss:0.0175, val_loss:0.0688, val_accu:0.9779, lr:0.00026394371525384486
